query_id,query_text,tau,k,traditional_recall,semantic_recall,tolerant_recall,semantic_uplift_internal,semantic_uplift_qrel,n_semantic_neighbors,tolerance_pct_used
11,what are the guidelines for triaging patients infected with coronavirus?,0.4,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.5,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.55,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.6,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.65,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.7,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,0.8,10,0.6,1.0,1.0,0.4,0.7,3,1.697854230155891
11,what are the guidelines for triaging patients infected with coronavirus?,1.0,10,1.0,1.0,1.0,0.0,0.7,3,1.697854230155891
12,what are best practices in hospitals and at home in maintaining quarantine?,0.4,10,0.8,1.0,1.0,0.19999999999999996,0.4,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.5,10,0.8,1.0,1.0,0.19999999999999996,0.4,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.55,10,0.8,1.0,1.0,0.19999999999999996,0.4,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.6,10,0.8,1.0,1.0,0.19999999999999996,0.4,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.65,10,0.9,1.0,1.0,0.09999999999999998,0.30000000000000004,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.7,10,0.9,1.0,1.0,0.09999999999999998,0.30000000000000004,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,0.8,10,0.9,1.0,1.0,0.09999999999999998,0.30000000000000004,3,1.7582572474896914
12,what are best practices in hospitals and at home in maintaining quarantine?,1.0,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,1.7582572474896914
13,what are the transmission routes of coronavirus?,0.4,10,0.6,0.6666666666666666,1.0,0.4,0.6,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.5,10,0.7,1.0,1.0,0.30000000000000004,0.6,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.55,10,0.7,1.0,1.0,0.30000000000000004,0.6,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.6,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.65,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.7,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,0.8,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,0.9138780878452539
13,what are the transmission routes of coronavirus?,1.0,10,1.0,1.0,1.0,0.0,0.7,3,0.9138780878452539
14,what evidence is there related to COVID-19 super spreaders,0.4,10,0.2,0.0,1.0,0.8,0.9,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.5,10,0.3,0.0,1.0,0.7,0.7,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.55,10,0.3,0.0,1.0,0.7,0.7,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.6,10,0.4,0.3333333333333333,1.0,0.6,0.7,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.65,10,0.4,0.3333333333333333,1.0,0.6,0.7,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.7,10,0.5,0.3333333333333333,1.0,0.5,0.7,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,0.8,10,0.7,1.0,1.0,0.30000000000000004,0.6,3,1.538129261695006
14,what evidence is there related to COVID-19 super spreaders,1.0,10,1.0,1.0,1.0,0.0,0.7,3,1.538129261695006
15,how long can the coronavirus live outside the body,0.4,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.5,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.55,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.6,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.65,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.7,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,0.8,10,0.8,1.0,1.0,0.19999999999999996,0.7,3,2.4938616540192764
15,how long can the coronavirus live outside the body,1.0,10,1.0,1.0,1.0,0.0,0.7,3,2.4938616540192764
16,how long does coronavirus remain stable  on surfaces?,0.4,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.5,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.55,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.6,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.65,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.7,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,0.8,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
16,how long does coronavirus remain stable  on surfaces?,1.0,10,1.0,1.0,1.0,0.0,0.0,3,1.9765455889726211
17,are there any clinical trials available for the coronavirus,0.4,10,0.8,0.6666666666666666,1.0,0.19999999999999996,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.5,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.55,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.6,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.65,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.7,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,0.8,10,0.9,1.0,1.0,0.09999999999999998,0.6,3,4.572296905582778
17,are there any clinical trials available for the coronavirus,1.0,10,1.0,1.0,1.0,0.0,0.6,3,4.572296905582778
18,what are the best masks for preventing infection by Covid-19?,0.4,10,0.0,0.0,1.0,1.0,0.6,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.5,10,0.0,0.0,0.8,0.8,0.30000000000000004,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.55,10,0.1,0.0,0.9,0.8,0.20000000000000007,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.6,10,0.1,0.0,0.7,0.6,-0.10000000000000009,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.65,10,0.1,0.0,0.6,0.5,-0.30000000000000004,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.7,10,0.2,0.3333333333333333,0.5,0.3,-0.30000000000000004,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,0.8,10,0.4,1.0,0.6,0.19999999999999996,-0.30000000000000004,3,1.9328210273594917
18,what are the best masks for preventing infection by Covid-19?,1.0,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,1.9328210273594917
19,what type of hand sanitizer is needed to destroy Covid-19?,0.4,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.5,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.55,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.6,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.65,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.7,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,0.8,10,0.7,1.0,1.0,0.30000000000000004,0.19999999999999996,3,1.3198971797008412
19,what type of hand sanitizer is needed to destroy Covid-19?,1.0,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,1.3198971797008412
2,how does the coronavirus respond to changes in the weather,0.4,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.6,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.5,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.6,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.55,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.6,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.6,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.6,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.65,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.5,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.7,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.5,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,0.8,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.5,3,1.1564976394197197
2,how does the coronavirus respond to changes in the weather,1.0,10,1.0,1.0,1.0,0.0,0.6,3,1.1564976394197197
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.4,10,0.3,0.3333333333333333,1.0,0.7,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.5,10,0.3,0.3333333333333333,1.0,0.7,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.55,10,0.4,0.3333333333333333,1.0,0.6,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.6,10,0.5,0.6666666666666666,1.0,0.5,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.65,10,0.6,0.6666666666666666,1.0,0.4,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.7,10,0.6,0.6666666666666666,1.0,0.4,0.0,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.8,10,0.8,1.0,1.0,0.19999999999999996,0.09999999999999998,3,3.060874307155819
20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,1.0,10,1.0,1.0,1.0,0.0,0.09999999999999998,3,3.060874307155819
21,what are the mortality rates overall and in specific populations,0.4,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.5,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.55,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.6,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.65,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.7,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,0.8,10,0.4,0.0,1.0,0.6,0.6,3,2.593535576644258
21,what are the mortality rates overall and in specific populations,1.0,10,1.0,1.0,1.0,0.0,0.7,3,2.593535576644258
22,are cardiac complications likely in patients with COVID-19?,0.4,10,0.2,0.0,1.0,0.8,0.7,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.5,10,0.4,0.3333333333333333,1.0,0.6,0.6,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.55,10,0.5,0.6666666666666666,1.0,0.5,0.5,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.6,10,0.5,0.6666666666666666,1.0,0.5,0.5,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.65,10,0.5,0.6666666666666666,1.0,0.5,0.5,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.7,10,0.6,1.0,1.0,0.4,0.6,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,0.8,10,0.7,1.0,1.0,0.30000000000000004,0.6,3,0.7613122083139016
22,are cardiac complications likely in patients with COVID-19?,1.0,10,1.0,1.0,1.0,0.0,0.6,3,0.7613122083139016
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.4,10,0.5,0.6666666666666666,1.0,0.5,0.19999999999999996,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.5,10,0.5,0.6666666666666666,1.0,0.5,0.19999999999999996,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.55,10,0.6,0.6666666666666666,1.0,0.4,0.30000000000000004,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.6,10,0.6,0.6666666666666666,1.0,0.4,0.30000000000000004,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.65,10,0.6,0.6666666666666666,1.0,0.4,0.30000000000000004,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.7,10,0.6,0.6666666666666666,1.0,0.4,0.30000000000000004,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,0.8,10,0.6,0.6666666666666666,1.0,0.4,0.30000000000000004,3,2.896630848666108
23,what kinds of complications related to COVID-19 are associated with hypertension?,1.0,10,1.0,1.0,1.0,0.0,0.4,3,2.896630848666108
24,what kinds of complications related to COVID-19 are associated with diabetes,0.4,10,0.8,1.0,1.0,0.19999999999999996,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.5,10,0.8,1.0,1.0,0.19999999999999996,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.55,10,0.8,1.0,1.0,0.19999999999999996,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.6,10,0.9,1.0,1.0,0.09999999999999998,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.65,10,0.9,1.0,1.0,0.09999999999999998,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.7,10,0.9,1.0,1.0,0.09999999999999998,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,0.8,10,0.9,1.0,1.0,0.09999999999999998,0.5,3,0.44609127769034046
24,what kinds of complications related to COVID-19 are associated with diabetes,1.0,10,1.0,1.0,1.0,0.0,0.5,3,0.44609127769034046
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.4,10,0.7,0.6666666666666666,1.0,0.30000000000000004,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.5,10,0.7,0.6666666666666666,1.0,0.30000000000000004,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.55,10,0.7,0.6666666666666666,1.0,0.30000000000000004,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.6,10,0.8,1.0,1.0,0.19999999999999996,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.65,10,0.9,1.0,1.0,0.09999999999999998,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.7,10,0.9,1.0,1.0,0.09999999999999998,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.8,10,0.9,1.0,1.0,0.09999999999999998,1.0,3,1.0292145723825703
25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,1.0,10,1.0,1.0,1.0,0.0,1.0,3,1.0292145723825703
26,what are the initial symptoms of Covid-19?,0.4,10,0.6,0.3333333333333333,1.0,0.4,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.5,10,0.6,0.3333333333333333,1.0,0.4,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.55,10,0.6,0.3333333333333333,1.0,0.4,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.6,10,0.6,0.3333333333333333,1.0,0.4,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.65,10,0.6,0.3333333333333333,1.0,0.4,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.7,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,0.8,10,0.7,0.6666666666666666,1.0,0.30000000000000004,0.7,3,2.8168350607844155
26,what are the initial symptoms of Covid-19?,1.0,10,1.0,1.0,1.0,0.0,0.7,3,2.8168350607844155
27,what is known about those infected with Covid-19 but are asymptomatic?,0.4,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.5,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.55,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.6,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.65,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.7,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,0.8,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
27,what is known about those infected with Covid-19 but are asymptomatic?,1.0,10,1.0,1.0,1.0,0.0,0.19999999999999996,3,2.3282940046981766
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.4,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.5,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.55,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.6,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.65,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.7,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.8,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,1.0,10,1.0,1.0,1.0,0.0,0.4,3,2.872576905853232
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.4,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.5,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.55,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.6,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.65,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.7,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,0.8,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,1.0,10,1.0,1.0,1.0,0.0,0.30000000000000004,3,2.674595405722806
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.4,10,0.0,0.0,1.0,1.0,0.8,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.5,10,0.0,0.0,1.0,1.0,0.8,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.55,10,0.1,0.25,1.0,0.9,0.9,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.6,10,0.1,0.25,1.0,0.9,0.9,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.65,10,0.4,1.0,1.0,0.6,0.7,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.7,10,0.7,1.0,1.0,0.30000000000000004,0.7,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,0.8,10,0.8,1.0,1.0,0.19999999999999996,0.7,4,2.650425339117001
3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,1.0,10,1.0,1.0,1.0,0.0,0.8,4,2.650425339117001
30,is remdesivir an effective treatment for COVID-19,0.4,10,0.8,0.6666666666666666,1.0,0.19999999999999996,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.5,10,0.8,0.6666666666666666,1.0,0.19999999999999996,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.55,10,0.8,0.6666666666666666,1.0,0.19999999999999996,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.6,10,0.8,0.6666666666666666,0.9,0.09999999999999998,0.0,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.65,10,0.9,1.0,1.0,0.09999999999999998,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.7,10,0.9,1.0,1.0,0.09999999999999998,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,0.8,10,0.9,1.0,1.0,0.09999999999999998,0.09999999999999998,3,0.7396773791651012
30,is remdesivir an effective treatment for COVID-19,1.0,10,1.0,1.0,1.0,0.0,0.09999999999999998,3,0.7396773791651012
31,How does the coronavirus differ from seasonal flu?,0.4,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.8,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.5,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.8,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.55,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.8,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.6,10,0.8,0.3333333333333333,1.0,0.19999999999999996,0.8,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.65,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.7,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.7,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.7,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,0.8,10,0.9,0.6666666666666666,1.0,0.09999999999999998,0.7,3,0.4443305802972714
31,How does the coronavirus differ from seasonal flu?,1.0,10,1.0,1.0,1.0,0.0,0.6,3,0.4443305802972714
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.4,10,0.8,0.6666666666666666,1.0,0.19999999999999996,1.0,3,1.7100333835415156
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.5,10,0.9,0.6666666666666666,1.0,0.09999999999999998,1.0,3,1.7100333835415156
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.55,10,0.9,0.6666666666666666,1.0,0.09999999999999998,1.0,3,1.7100333835415156
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.6,10,0.9,0.6666666666666666,1.0,0.09999999999999998,1.0,3,1.7100333835415156
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.65,10,1.0,1.0,1.0,0.0,1.0,3,1.7100333835415156
32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.7,10,1.0,1.0,1.0,0.0,1.0,3,1.7100333835415156
